Watchlist Scanner

Results
Industry,Symbol,Company Name,Market Cap,Last,Free Cash Flow Per Share - Current (LTM),Book Value Per Share - Current (LTM),Earnings Per Share - TTM - Current (LTM),Return on Equity (ROE) - Current (LTM),Return on Assets (ROA) - Current (LTM),Financial Leverage (Assets/Equity) - Current (LTM),3
Biotechnology,ACLX,"Arcellx, Inc.","3,847 M",66.53,($3.63),$7.63,($3.94),-47.176,-21.339,1.4881,
Pharmaceuticals,ACRS,"Aclaris Therapeutics, Inc.",350 M,3.23,($0.69),$1.11,($1.22),-113.23,-22.983,1.4616,
Biotechnology,ADCT,ADC Therapeutics SA,523 M,4.22,($1.14),($2.11),($1.44),81.409,-23.979,-1.2165,
Biotechnology,ADMA,"ADMA Biologics, Inc.","3,884 M",16.32,$0.17,$1.81,$0.86,63.174,21.762,1.3189,
Life Sciences Tools & Services,ADPT,Adaptive Biotechnologies Corporation,"2,468 M",16.05,($0.42),$1.42,($0.39),-27.817,-6.7867,2.3435,
Health Care Providers & Services,ADUS,Addus HomeCare Corporation,"2,125 M",114.96,$5.36,$57.57,$4.66,8.5756,6.8675,1.3552,
Biotechnology,AGIO,"Agios Pharmaceuticals, Inc.","1,675 M",28.58,($6.68),$20.41,($7.12),-30.195,-19.935,1.0873,
Health Care Providers & Services,AHCO,AdaptHealth Corp.,"1,361 M",10.05,$1.58,$12.20,$0.55,5.5192,3.6354,2.7113,
Health Care Providers & Services,AHG,Akso Health Group,"1,199 M",1.40,($0.36),$0.23,($0.30),-68.286,-1.4175,1.0693,
Biotechnology,AKBA,"Akebia Therapeutics, Inc.",313 M,1.18,$0.13,$0.16,($0.06),361.07,4.8033,8.7553,
Health Care Equipment & Supplies,ALC,Alcon Inc.,"40,878 M",83.22,$2.79,$44.96,$2.10,4.8163,2.6197,1.4273,
Biotechnology,ALDX,"Aldeyra Therapeutics, Inc.",306 M,5.08,($0.67),$0.82,($0.72),-64.305,-28.941,1.5799,
Health Care Equipment & Supplies,ALGN,"Align Technology, Inc.","13,589 M",189.40,$8.18,$56.49,$5.65,10.387,6.1877,1.5395,
Health Care Providers & Services,ALHC,"Alignment Healthcare, Inc.","4,170 M",20.84,$0.77,$0.81,($0.11),-15.161,.4621,6.8117,
Biotechnology,ALKS,Alkermes plc,"5,284 M",32.00,$3.00,$10.50,$2.01,22.347,9.9931,1.3439,
Biotechnology,ALLO,"Allogene Therapeutics, Inc.",479 M,2.13,($0.73),$1.41,($0.98),-54.427,-27.338,1.3946,
Pharmaceuticals,ALMS,Alumis Inc.,"3,642 M",29.205,($5.15),$3.69,($3.38),-66.876,-61.458,1.2683,
Biotechnology,ALNY,"Alnylam Pharmaceuticals, Inc.","45,008 M",339.37,$3.55,$5.96,$2.33,73.283,6.8102,6.2931,
Biotechnology,ALT,"Altimmune, Inc.",562 M,4.49,($0.84),$1.94,($1.06),-52.615,-30.869,1.177,
Biotechnology,ALVO,Alvotech,"1,346 M",4.32,($0.48),($0.59),$0.24,-26.706,1.9799,-7.9721,
Biotechnology,ALXO,ALX Oncology Holdings Inc.,341 M,2.60,($1.82),$0.84,($2.01),-118.95,-50.495,1.8465,
Biotechnology,AMGN,Amgen Inc.,"202,420 M",375.50,$15.06,$16.07,$14.23,106.1,7.9306,10.463,
Pharmaceuticals,AMLX,"Amylyx Pharmaceuticals, Inc.","1,540 M",14.02,($1.83),$3.02,($1.77),-56.525,-39.437,1.0926,
Health Care Providers & Services,AMN,"AMN Healthcare Services, Inc.",664 M,17.28,$5.80,$16.81,($7.18),-35.899,1.1679,3.3192,
Pharmaceuticals,AMPH,"Amphastar Pharmaceuticals, Inc.","1,311 M",28.54,$2.35,$16.76,$2.27,14.84,6.7354,2.1451,
Biotechnology,AMRN,Amarin Corporation plc,327 M,15.72,($1.06),$22.06,($4.19),-17.408,-2.4574,1.4378,
Pharmaceuticals,AMRX,"Amneal Pharmaceuticals, Inc.","4,590 M",14.60,$0.76,($0.35),$0.02,-151.92,6.7862,-32.888,
Biotechnology,ANAB,"AnaptysBio, Inc.","1,536 M",55.46,($4.94),($1.07),($2.88),-308.02,-4.2342,-12.004,
Health Care Equipment & Supplies,ANGO,"AngioDynamics, Inc.",462 M,11.20,($0.23),$4.24,($0.67),-15.263,-4.6034,1.5294,
Pharmaceuticals,ANIP,"ANI Pharmaceuticals, Inc.","1,754 M",78.10,$6.78,$24.19,$1.67,8.6633,2.3653,2.7839,
Biotechnology,ANL,Adlai Nortye Ltd.,364 M,9.86,($1.11),$0.21,($1.22),-138.98,-29.808,9.0954,
Biotechnology,ANNX,"Annexon, Inc.",760 M,5.10,($1.17),$1.40,($1.39),-83.985,-44.954,1.4193,
Pharmaceuticals,ANRO,"Alto Neuroscience, Inc.",606 M,19.50,($1.99),$4.11,($2.31),-45.014,-24.477,1.3178,
Health Care Equipment & Supplies,AORT,"Artivion, Inc.","1,818 M",38.00,($0.16),$9.37,$0.21,2.6967,2.9694,1.974,
Biotechnology,APGE,"Apogee Therapeutics, Inc.","4,709 M",68.93,($4.08),$9.89,($4.36),-38.414,-25.261,1.0679,
Biotechnology,APLS,"Apellis Pharmaceuticals, Inc.","2,885 M",22.80,$0.63,$3.17,$0.36,14.096,5.1263,2.6391,
Pharmaceuticals,AQST,"Aquestive Therapeutics, Inc.",483 M,3.96,($0.51),($0.03),($0.70),278.54,-25.497,-39.805,
Health Care Providers & Services,ARDT,"Ardent Health, Inc.","1,369 M",9.56,$1.12,$8.65,$1.44,19.662,4.7516,4.1628,
Biotechnology,ARDX,"Ardelyx, Inc.","1,638 M",6.74,($0.23),$0.63,($0.24),-36.181,-5.5546,3.1512,
Biotechnology,ARGX,argenx SE,"52,431 M",847.26,$5.09,$99.66,$23.27,24.723,4.8321,1.1772,
Biotechnology,ARMP,"Armata Pharmaceuticals, Inc.",305 M,8.39,($0.76),($2.64),($2.22),64.002,-22.203,-.93648,
Biotechnology,ARQT,"Arcutis Biotherapeutics, Inc.","3,424 M",27.95,($0.38),$1.31,($0.35),-28.168,-5.9143,2.3469,
Pharmaceuticals,ARVN,"Arvinas, Inc.",799 M,12.44,($4.54),$7.97,($0.81),-10.17,-6.3015,1.4959,
Biotechnology,ARWR,"Arrowhead Pharmaceuticals, Inc.","8,942 M",63.86,$2.35,$4.14,$1.48,75.496,14.352,2.8222,
Biotechnology,ASMB,"Assembly Biosciences, Inc.",411 M,25.97,($6.48),$11.55,($4.48),-36.94,-15.962,1.3137,
Biotechnology,ASND,Ascendis Pharma A/S,"14,130 M",230.21,$0.88,($3.12),($4.42),169.84,-6.8627,-8,
Health Care Providers & Services,ASTH,"Astrana Health, Inc.",992 M,19.77,$1.99,$15.70,$0.20,1.834,2.8831,2.8847,
Pharmaceuticals,ATAI,AtaiBeckley Inc.,"1,387 M",3.82,($0.44),$0.66,($0.82),-100.78,-29.246,1.5012,
Health Care Equipment & Supplies,ATEC,"Alphatec Holdings, Inc.","2,002 M",13.48,($0.02),$0.08,($1.05),-540.4,-6.0038,68.421,
Health Care Equipment & Supplies,ATRC,"AtriCure, Inc.","1,610 M",32.38,$0.34,$10.26,($0.24),-2.4027,-.9346,1.3298,
Health Care Providers & Services,AUNA,Auna S.A.,373 M,5.04,$1.83,$6.44,$0.73,11.41,5.813,4.3927,
Biotechnology,AUPH,Aurinia Pharmaceuticals Inc.,"1,899 M",14.40,$0.88,$2.77,$0.55,20.653,9.4141,1.4422,
Biotechnology,AURA,"Aura Biosciences, Inc.",340 M,5.36,($1.58),$2.49,($1.90),-64.265,-35.841,1.2129,
Biotechnology,AUTL,Autolus Therapeutics plc,436 M,1.64,($1.15),$1.00,($0.84),-60.559,-22.99,2.4937,
Health Care Providers & Services,AVAH,Aveanna Healthcare Holdings Inc.,"1,550 M",7.42,$0.41,$0.05,$0.37,-104.04,9.3122,182.62,
Biotechnology,AVBP,"ArriVent BioPharma, Inc.",953 M,23.09,($4.04),$7.47,($4.18),-51.839,-32.784,1.0707,
Pharmaceuticals,AVIR,"Atea Pharmaceuticals, Inc.",370 M,4.74,($1.62),$4.04,($1.77),-37.976,-23.862,1.0861,
Health Care Equipment & Supplies,AVNS,"Avanos Medical, Inc.",706 M,15.21,$1.62,$16.76,($10.14),-46.68,1.5786,1.3724,
Health Care Equipment & Supplies,AVR,Anteris Technologies Global Corp.,558 M,5.76,($2.37),$0.10,($2.56),-2698.5,-268.96,5.1579,
Life Sciences Tools & Services,AVTR,"Avantor, Inc.","6,282 M",9.21,$0.73,$8.24,($0.78),-9.2035,2.9554,2.1194,
Biotechnology,AVTX,"Avalo Therapeutics, Inc.",296 M,15.97,($4.58),$5.14,($8.74),-174.79,-37.18,1.3665,
Biotechnology,AVXL,Anavex Life Sciences Corp.,382 M,4.12,($0.39),$1.37,($0.46),-33.635,-21.558,1.0503,
Health Care Equipment & Supplies,AXGN,"Axogen, Inc.","1,756 M",35.01,$0.04,$2.62,($0.05),-1.9045,1.2059,1.7913,
Pharmaceuticals,AXSM,"Axsome Therapeutics, Inc.","9,386 M",186.175,($2.06),$1.47,($4.66),-275.5,-19.79,9.0774,
Pharmaceuticals,AZN,AstraZeneca PLC,"323,420 M",208.62,$5.68,$31.38,$6.54,22.844,8.012,2.344,
Life Sciences Tools & Services,AZTA,"Azenta, Inc.","1,367 M",29.67,$0.68,$37.26,$0.57,1.5342,-.5924,1.2097,
Health Care Equipment & Supplies,BAX,Baxter International Inc.,"10,979 M",21.34,$0.63,$11.92,($1.75),-13.713,2.8279,3.2722,
Biotechnology,BBIO,"BridgeBio Pharma, Inc.","13,552 M",70.72,($3.14),($10.03),($4.18),51.3,-43.475,-.51641,
Health Care Equipment & Supplies,BBNX,"Beta Bionics, Inc.",593 M,13.46,($1.94),$6.48,($1.81),-40.261,-18.73,1.143,
Biotechnology,BBOT,"BridgeBio Oncology Therapeutics, Inc.",809 M,10.12,($7.82),$5.64,($10.31),-110.95,-59.373,1.0853,
Biotechnology,BCAX,Bicara Therapeutics Inc.,845 M,15.42,($2.07),$7.38,($2.23),-26.64,-18.591,1.0544,
Biotechnology,BCRX,"BioCryst Pharmaceuticals, Inc.","1,855 M",7.48,$0.23,($1.84),($0.05),2.05,10.313,-1.1509,
Biotechnology,BCYC,Bicycle Therapeutics plc,384 M,5.54,($3.49),$8.92,($3.62),-34.585,-20.59,1.2352,
Health Care Equipment & Supplies,BDX,"Becton, Dickinson and Company","51,907 M",182.47,$9.18,$88.79,$6.12,6.9602,4.0785,2.1692,
Biotechnology,BEAM,Beam Therapeutics Inc.,"2,829 M",27.88,($3.75),$9.80,($4.42),-47.19,-23.479,1.3572,
Health Care Equipment & Supplies,BFLY,"Butterfly Network, Inc.",773 M,3.06,($0.12),$0.81,($0.34),-41.421,-14.348,1.4228,
Pharmaceuticals,BHC,Bausch Health Companies Inc.,"2,197 M",5.93,$2.91,($1.53),$0.97,563.16,4.8276,-47.476,
Biotechnology,BHVN,Biohaven Ltd.,"1,511 M",11.39,($6.32),($0.16),($7.59),-522.08,-106.25,-23.842,
Biotechnology,BIIB,Biogen Inc.,"28,189 M",192.08,$13.78,$124.37,$8.79,7.3937,6.1398,1.6125,
Life Sciences Tools & Services,BIO,"Bio-Rad Laboratories, Inc.","7,339 M",271.90,$13.73,$276.16,$27.85,10.838,1.668,1.419,
Pharmaceuticals,BIOA,"BioAge Labs, Inc.",841 M,20.14,($1.65),$7.74,($2.11),-25.639,-17.456,1.0996,
Health Care Providers & Services,BKD,Brookdale Senior Living Inc.,"3,553 M",14.95,($1.63),($0.03),($1.32),-212.27,.9253,-893.29,
Health Care Equipment & Supplies,BLCO,Bausch + Lomb Corporation,"6,251 M",17.65,($0.55),$18.16,($0.86),-4.4981,.5302,2.1515,
Life Sciences Tools & Services,BLFS,"BioLife Solutions, Inc.","1,118 M",23.23,$0.21,$7.37,($0.38),-5.2479,-.7331,1.1084,
Pharmaceuticals,BLTE,"Belite Bio, Inc","6,744 M",179.77,($0.97),$7.86,($1.93),-32.301,-21.216,1.0303,
Biotechnology,BMRN,BioMarin Pharmaceutical Inc.,"12,184 M",63.42,$4.31,$31.53,$2.68,9.0743,6.1464,1.2573,
Pharmaceuticals,BMY,Bristol-Myers Squibb Company,"122,799 M",60.30,$6.32,$9.07,$3.46,40.442,10.293,4.874,
Biotechnology,BNR,Burning Rock Biotech Limited,322 M,29.92,($0.51),$7.16,($1.60),-20.247,-6.2331,1.4778,
Biotechnology,BNTC,Benitec Biopharma Inc.,371 M,10.84,($0.44),$5.47,($1.06),-33.504,-22.405,1.0177,
Biotechnology,BNTX,BioNTech SE,"27,708 M",110.42,($5.36),$90.21,($2.80),-3.041,-2.3021,1.155,
Life Sciences Tools & Services,BRKR,Bruker Corporation,"5,889 M",38.76,($0.07),$16.06,($0.16),-1.0886,3.6849,2.646,
Health Care Equipment & Supplies,BSX,Boston Scientific Corporation,"112,294 M",75.72,$2.60,$15.78,$1.94,12.675,5.756,1.8256,
Health Care Providers & Services,BTSG,"BrightSpring Health Services, Inc.","7,358 M",40.80,$1.37,$8.79,$0.51,6.2751,4.9744,3.3265,
Health Care Equipment & Supplies,BVS,Bioventus Inc.,575 M,8.58,$0.81,$2.48,$0.15,6.3787,4.1348,4.224,
Health Care Equipment & Supplies,BWAY,BrainsWay Ltd.,469 M,23.90,$0.49,$1.79,$0.13,10.952,1.9158,1.6137,
Biotechnology,CABA,"Cabaletta Bio, Inc.",302 M,3.14,($1.83),$1.45,($2.41),-101.06,-51.823,1.3606,
Biotechnology,CADL,"Candel Therapeutics, Inc.",327 M,5.95,($0.70),$1.46,($0.47),-70.171,-43.251,1.1682,
Health Care Providers & Services,CAH,"Cardinal Health, Inc.","52,419 M",222.76,$23.07,($12.22),$6.94,-59.634,3.4971,-20.14,
Biotechnology,CAI,"Caris Life Sciences, Inc.","5,883 M",20.85,($0.13),$1.70,($6.48),189.92,-42.478,2.0582,
Biotechnology,CAPR,"Capricor Therapeutics, Inc.","1,586 M",29.15,($1.51),$1.83,($1.81),-107.79,-49.389,1.5076,
Health Care Equipment & Supplies,CARL,"Carlsmed, Inc.",333 M,12.51,($3.39),$4.01,($3.07),-212.36,-45.791,1.2644,
Biotechnology,CATX,"Perspective Therapeutics, Inc.",644 M,5.65,($1.46),$3.26,($1.46),-37.258,-17.243,1.2172,
Health Care Equipment & Supplies,CBLL,"CeriBell, Inc.",753 M,20.30,($1.18),$4.43,($1.50),-59.781,-28.738,1.216,
Health Care Providers & Services,CCRN,"Cross Country Healthcare, Inc.",274 M,8.36,$1.41,$12.55,($0.49),-3.7645,.4762,1.3187,
Biotechnology,CDNA,"CareDx, Inc.","1,022 M",19.87,$0.67,$6.05,$1.22,24.111,-4.0098,1.3894,
Biotechnology,CELC,Celcuity Inc.,"4,941 M",106.78,($3.27),$2.70,($3.67),-122.04,-26.604,4.0697,
Health Care Equipment & Supplies,CERS,Cerus Corporation,492 M,2.56,$0.00,$0.32,($0.08),-27.497,-2.9307,3.5011,
Health Care Technology,CERT,"Certara, Inc.","1,059 M",6.65,$0.57,$6.68,$0.07,1.0269,1.2595,1.4424,
Pharmaceuticals,CGC,Canopy Growth Corporation,442 M,1.17,($0.26),$1.50,($0.99),-48.501,-2.6442,1.459,
Biotechnology,CGEM,"Cullinan Therapeutics, Inc.",820 M,13.88,($2.96),$7.64,($3.68),-40.179,-26.534,1.0726,
Biotechnology,CGON,"CG Oncology, Inc.","4,662 M",56.42,($1.57),$8.78,($2.03),-24.744,-17.557,1.0615,
Health Care Providers & Services,CHE,Chemed Corporation,"6,661 M",472.11,$24.66,$76.31,$18.95,24.114,12.966,1.508,
Health Care Providers & Services,CI,The Cigna Group,"75,330 M",285.92,$35.75,$153.73,$22.18,15.13,4.0336,3.7859,
Biotechnology,CLDX,"Celldex Therapeutics, Inc.","1,564 M",23.54,($2.74),$9.01,($3.38),-32.441,-21.765,1.0837,
Biotechnology,CLLS,Cellectis S.A.,401 M,3.99,($0.34),$1.39,($0.35),-30.755,-4.4668,3.4141,
Health Care Providers & Services,CLOV,"Clover Health Investments, Corp.","1,080 M",2.09000,($0.17),$0.66,($0.11),-16.897,-5.9432,1.6416,
Health Care Equipment & Supplies,CLPT,"ClearPoint Neuro, Inc.",427 M,14.35,($0.49),$0.56,($0.83),-103.13,-28.303,3.8023,
Biotechnology,CLYM,"Climb Bio, Inc.",385 M,5.64,($0.66),$2.60,($0.75),-25.646,-17.348,1.03,
Biotechnology,CMPS,COMPASS Pathways plc,793 M,8.26,($1.86),$0.39,($2.74),-205.81,-38.433,6.7997,
Biotechnology,CMPX,"Compass Therapeutics, Inc.","1,137 M",6.39,($0.31),$1.18,($0.45),-37.818,-23.469,1.1033,
Health Care Providers & Services,CNC,Centene Corporation,"21,480 M",43.68,$8.76,$40.57,($13.53),-28.678,1.0082,3.8464,
Health Care Equipment & Supplies,CNMD,CONMED Corporation,"1,380 M",44.57,$4.80,$32.57,$1.51,4.7748,4.1454,2.3035,
Biotechnology,CNTA,Centessa Pharmaceuticals plc,"3,690 M",24.96,($1.36),$2.24,($1.82),-60.621,-25.26,1.4865,
Biotechnology,COGT,"Cogent Biosciences, Inc.","5,885 M",38.34,($2.07),$1.39,($2.35),-117.74,-47.473,2.1893,
Pharmaceuticals,COLL,"Collegium Pharmaceutical, Inc.","1,428 M",45.18,$9.09,$8.70,$1.63,22.96,6.7458,5.8489,
Health Care Providers & Services,CON,"Concentra Group Holdings Parent, Inc.","3,054 M",23.83,$1.38,$3.01,$1.19,44.832,7.8472,7.3775,
Health Care Equipment & Supplies,COO,"The Cooper Companies, Inc.","16,399 M",83.68,$2.18,$42.06,$1.87,4.5936,3.4737,1.5044,
Health Care Providers & Services,COR,"Cencora, Inc.","69,858 M",359.11,$18.60,$9.81,$8.33,133.47,3.325,41.063,
Pharmaceuticals,CORT,Corcept Therapeutics Incorporated,"3,602 M",34.24,$1.57,$6.01,$0.87,16.701,5.0977,1.3034,
Biotechnology,CPRX,"Catalyst Pharmaceuticals, Inc.","3,002 M",24.42,$1.93,$7.47,$1.71,27.519,17.738,1.1427,
Life Sciences Tools & Services,CRL,"Charles River Laboratories International, Inc.","8,083 M",164.24,$10.86,$69.20,($1.67),-2.1878,4.3349,2.2064,
Pharmaceuticals,CRLBF,Cresco Labs Inc.,397 M,1.1100,$0.12,$1.20,($0.15),-14.36,3.7986,2.9891,
Pharmaceuticals,CRMD,CorMedix Inc.,558 M,7.08,$1.10,$4.78,$2.25,75.085,15.685,2.007,
Pharmaceuticals,CRNX,"Crinetics Pharmaceuticals, Inc.","4,511 M",44.00,($3.80),$11.34,($4.54),-44.416,-27.998,1.1155,
Pharmaceuticals,CRON,Cronos Group Inc.,"1,034 M",2.70,($0.01),$2.83,$0.09,3.6673,-1.3881,1.0886,
Biotechnology,CRSP,CRISPR Therapeutics AG,"5,245 M",54.64,($4.12),$20.04,($6.47),-30.182,-15.761,1.1787,
Health Care Providers & Services,CRVL,CorVel Corporation,"2,466 M",48.21,$2.03,$7.35,$2.04,31.256,14.441,1.7161,
Biotechnology,CRVS,"Corvus Pharmaceuticals, Inc.","1,468 M",17.53,($0.43),$0.96,($0.56),-35.817,-34.873,1.1213,
Biotechnology,CSLLY,CSL Limited,"52,416 M",54.02,$5.13,$38.70,$2.86,6.6624,6.5783,2.0314,
Health Care Providers & Services,CSTL,"Castle Biosciences, Inc.",915 M,31.34,$0.88,$16.02,($0.43),-2.6948,-1.721,1.205,
Health Care Technology,CTEV,Claritev Corporation,385 M,23.31,($6.88),($6.17),($20.90),-646.34,.9586,-49.004,
Life Sciences Tools & Services,CTKB,"Cytek Biosciences, Inc.",555 M,4.34,($0.05),$2.96,($0.11),-3.3558,-4.3609,1.3073,
Biotechnology,CTMX,"CytomX Therapeutics, Inc.",927 M,5.47,($0.62),$0.65,$0.24,66.76,9.7763,1.4736,
Pharmaceuticals,CTNM,"Contineum Therapeutics, Inc.",584 M,16.00,($2.00),$6.18,($2.25),-30.4,-20.888,1.0575,
Health Care Providers & Services,CVS,CVS Health Corporation,"98,367 M",77.32,$6.16,$59.18,$1.39,2.287,2.4713,3.3709,
Health Care Providers & Services,CWSRF,Chartwell Retirement Residences,"4,942 M",16.26,$0.90,$3.53,$0.06,2.0217,2.099,3.1818,
Health Care Providers & Services,CYH,"Community Health Systems, Inc.",488 M,3.52,$0.63,($11.23),$2.47,-43.944,4.978,-8.8143,
Life Sciences Tools & Services,CYRX,"Cryoport, Inc.",434 M,8.67,($0.70),$9.45,($1.21),-11.304,-4.3889,1.6371,
Biotechnology,CYTK,"Cytokinetics, Incorporated","8,293 M",67.83,($3.81),($4.26),($6.32),281.08,-24.931,-2.7567,
Biotechnology,DAWN,"Day One Biopharmaceuticals, Inc.","1,239 M",12.07,($1.21),$4.39,($1.47),-30.161,-18.575,1.1395,
Biotechnology,DBVT,DBV Technologies S.A.,"1,158 M",21.07,($0.83),$0.39,($1.06),-234.14,-77.294,2.0906,
Health Care Equipment & Supplies,DCTH,"Delcath Systems, Inc.",331 M,9.53,$0.35,$3.25,$0.03,1.9413,4.7146,1.0823,
Pharmaceuticals,DERM,Journey Medical Corporation,281 M,8.46,($0.82),$0.98,($0.38),-47.051,-4.6026,3.2895,
Pharmaceuticals,DFTX,"Definium Therapeutics, Inc.","1,701 M",17.27,($1.34),$1.70,($1.98),-85.592,-33.949,1.8141,
Health Care Providers & Services,DGX,Quest Diagnostics Incorporated,"22,317 M",202.44,$12.24,$65.18,$8.75,14.751,6.4125,2.2629,
Life Sciences Tools & Services,DHR,Danaher Corporation,"149,333 M",211.25,$7.38,$74.32,$5.03,7.0525,3.6411,1.5888,
Biotechnology,DMAC,DiaMedica Therapeutics Inc.,443 M,8.50,($0.62),$0.99,($0.72),-64.117,-38.335,1.1051,
Life Sciences Tools & Services,DNA,"Ginkgo Bioworks Holdings, Inc.",587 M,9.69,($3.43),$9.85,($6.21),-50.017,-15.552,2.1243,
Biotechnology,DNLI,Denali Therapeutics Inc.,"3,161 M",20.24,($2.40),$6.32,($2.91),-44.438,-27.286,1.1397,
Biotechnology,DNTH,"Dianthus Therapeutics, Inc.","2,149 M",49.72,($3.03),$12.75,($3.49),-28.573,-18.824,1.0567,
Health Care Technology,DOCS,"Doximity, Inc.","4,660 M",25.23,$1.64,$5.29,$1.19,23.815,12.841,1.1815,
Health Care Equipment & Supplies,DRTS,Alpha Tau Medical Ltd.,617 M,7.24,($0.37),$0.91,($0.52),-54.384,-25.56,1.3494,
Biotechnology,DRUG,Bright Minds Biosciences Inc.,838 M,86.08,($1.30),$8.35,($1.99),-26.979,-15.718,1.0179,
Biotechnology,DSGN,"Design Therapeutics, Inc.",586 M,10.28,($0.92),$3.51,($1.19),-29.832,-20.488,1.0603,
Health Care Providers & Services,DVA,DaVita Inc.,"9,850 M",147.34,$17.66,($9.50),$9.51,64.848,7.3198,-26.848,
Health Care Equipment & Supplies,DXCM,"DexCom, Inc.","27,814 M",72.27,$2.76,$7.14,$2.09,34.497,8.8873,2.3088,
Biotechnology,DYN,"Dyne Therapeutics, Inc.","2,511 M",15.25,($3.39),$4.85,($3.62),-60.659,-34.321,1.2534,
Biotechnology,EBS,Emergent BioSolutions Inc.,577 M,10.99,$1.51,$11.05,$1.35,13.915,5.27,2.5082,
Health Care Providers & Services,EHAB,"Enhabit, Inc.",567 M,11.20,$1.14,$11.29,($0.23),-1.69,3.06,2.1671,
Health Care Providers & Services,EHC,Encompass Health Corporation,"10,715 M",107.15,$4.37,$24.38,$5.55,24.82,9.6618,2.9078,
Pharmaceuticals,ELAN,Elanco Animal Health Incorporated,"12,521 M",25.20,$0.71,$13.58,$0.07,.5424,1.1505,2.0079,
Health Care Providers & Services,ELV,"Elevance Health, Inc.","76,845 M",348.18,$14.17,$198.81,$25.21,13.25,4.3506,2.7687,
Pharmaceuticals,ELVN,"Enliven Therapeutics, Inc.","1,553 M",26.16,($1.34),$8.03,($1.81),-25.429,-17.623,1.031,
Health Care Equipment & Supplies,EMBC,Embecta Corp.,624 M,10.53,$3.52,($10.35),$2.36,-20.19,18.141,-1.735,
Biotechnology,ENGN,enGene Holdings Inc.,711 M,10.62,($1.97),$3.22,($2.29),-53.28,-28.904,1.3205,
Health Care Equipment & Supplies,ENOV,Enovis Corporation,"1,275 M",22.30,$0.40,$35.33,($24.10),-51.019,.9675,2.194,
Health Care Providers & Services,ENSG,"The Ensign Group, Inc.","11,900 M",204.78,$6.47,$38.71,$5.84,16.895,5.2468,2.4479,
Biotechnology,ENTA,"Enanta Pharmaceuticals, Inc.",406 M,14.00,($0.80),$4.36,($3.08),-60.012,-13.467,2.6029,
Pharmaceuticals,EOLS,"Evolus, Inc.",287 M,4.42,($0.90),($0.44),($0.91),512.13,-10.605,-7.6146,
Biotechnology,EPRX,Eupraxia Pharmaceuticals Inc.,411 M,8.12,($0.70),$1.15,($0.88),-61.017,-36.209,1.5834,
Biotechnology,ERAS,"Erasca, Inc.","3,836 M",12.39,($0.38),$1.23,($0.45),-32.004,-17.712,1.2084,
Health Care Equipment & Supplies,ESLOY,EssilorLuxottica Soci̩t̩ anonyme,"126,591 M",136.65,$9.64,$98.64,$5.85,6.0699,3.3844,1.643,
Pharmaceuticals,ESPR,"Esperion Therapeutics, Inc.",842 M,3.52,($0.47),($2.20),($0.54),25.763,-5.4155,-.80649,
Health Care Equipment & Supplies,ESTA,Establishment Labs Holdings Inc.,"2,205 M",75.87,($2.66),$0.56,($2.82),-338.19,-10.809,20.711,
Pharmaceuticals,ETON,"Eton Pharmaceuticals, Inc.",489 M,18.22,$0.48,$0.86,($0.26),-34.173,1.2548,4.5192,
Health Care Technology,EVH,"Evolent Health, Inc.",309 M,2.77,($1.15),$7.55,($1.57),-12.396,.1166,2.913,
